Listing Id,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Reviews per Month
30148,0,96,10,10,10,10,10,10,1.02
30149,24,88,9,9,10,10,9,9,1.83
30150,1,60,4,4,6,6,8,6,0.37
30151,12,98,10,10,10,10,10,10,0.87
30152,8,90,10,10,10,10,10,9,0.34
30153,38,89,9,9,10,9,8,9,2.07
30154,3,100,10,10,10,10,9,10,1.38
30155,0,96,10,10,10,10,10,10,1.02
30156,3,100,10,10,10,10,8,9,0.73
30157,10,96,10,10,10,10,10,9,0.41
30158,0,96,10,10,10,10,10,10,1.02
30159,0,96,10,10,10,10,10,10,1.02
30160,0,96,10,10,10,10,10,10,1.02
30161,6,100,10,10,9,10,10,10,0.5
30162,47,99,10,10,10,10,10,10,3.8
30163,98,99,10,10,10,10,10,10,2.69
30164,104,99,10,10,10,10,10,10,4.33
30165,0,96,10,10,10,10,10,10,1.02
30166,18,98,10,10,10,10,10,10,2.22
30167,0,96,10,10,10,10,10,10,1.02
30168,23,98,10,9,10,10,10,9,0.47
30169,3,100,10,10,10,10,10,10,0.6
30170,2,100,10,10,10,10,10,10,0.17
30171,27,84,9,8,10,10,9,8,1.19
30172,0,96,10,10,10,10,10,10,1.02
30173,0,96,10,10,10,10,10,10,1.02
30174,0,96,10,10,10,10,10,10,1.02
30175,11,100,10,10,10,10,10,10,0.67
30176,5,85,8,7,9,10,7,8,2.31
30177,1,80,8,4,10,10,10,10,0.05
30178,1,100,10,10,10,10,10,10,1
30179,0,96,10,10,10,10,10,10,1.02
30180,0,96,10,10,10,10,10,10,1.02
30181,8,98,10,9,10,10,10,10,0.27
30182,3,100,10,10,10,10,9,10,1.18
30183,43,97,10,10,10,10,10,10,1.79
30184,0,96,10,10,10,10,10,10,1.02
30185,8,86,9,8,10,10,8,8,1.3
30186,0,96,10,10,10,10,10,10,1.02
30187,0,96,10,10,10,10,10,10,1.02
30188,0,96,10,10,10,10,10,10,1.02
30189,52,95,10,10,10,10,10,9,5.8
30190,57,99,10,10,10,10,10,10,1.86
30191,19,98,10,10,10,10,10,10,0.8
30192,4,67,7,6,9,10,7,7,0.34
30193,11,93,10,9,10,10,10,9,0.92
30194,0,96,10,10,10,10,10,10,1.02
30195,0,96,10,10,10,10,10,10,1.02
30196,0,96,10,10,10,10,10,10,1.02
30197,1,80,8,10,10,10,10,10,0.25
30198,46,99,10,10,10,10,10,10,0.86
30199,34,91,9,9,10,10,10,9,2.84
30200,51,94,10,10,10,10,10,9,1.53
30201,0,96,10,10,10,10,10,10,1.02
30202,0,96,10,10,10,10,10,10,1.02
30203,0,96,10,10,10,10,10,10,1.02
30204,0,96,10,10,10,10,10,10,1.02
30205,43,98,10,10,10,10,10,10,0.89
30206,0,96,10,10,10,10,10,10,1.02
30207,0,96,10,10,10,10,10,10,1.02
30208,3,100,9,9,10,10,9,10,0.41
30209,0,96,10,10,10,10,10,10,1.02
30210,0,96,10,10,10,10,10,10,1.02
30211,0,96,10,10,10,10,10,10,1.02
30212,1,80,10,10,10,10,8,8,0.04
30213,3,100,10,9,10,10,10,10,0.31
30214,1,80,10,6,10,10,10,10,1
30215,1,100,10,10,10,10,10,10,0.09
30216,1,80,10,10,10,10,10,10,0.29
30217,66,87,9,8,10,10,10,9,2.61
30218,12,95,10,10,10,10,10,10,0.62
30219,143,97,10,10,10,10,10,10,3.64
30220,13,100,10,10,10,10,10,10,2.12
30221,130,98,10,10,10,10,10,10,7.4
30222,8,94,10,9,10,10,9,9,7.5
30223,2,96,10,10,10,10,10,10,1.22
30224,34,97,10,10,10,10,10,10,4.3
30225,0,96,10,10,10,10,10,10,1.02
30226,0,96,10,10,10,10,10,10,1.02
30227,30,100,10,10,10,10,10,10,1.47
30228,0,96,10,10,10,10,10,10,1.02
30229,0,96,10,10,10,10,10,10,1.02
30230,0,96,10,10,10,10,10,10,1.02
30231,1,100,10,10,10,10,10,10,0.08
30232,0,96,10,10,10,10,10,10,1.02
30233,0,96,10,10,10,10,10,10,1.02
30234,0,96,10,10,10,10,10,10,1.02
30235,3,100,10,9,10,10,10,10,3
30236,28,99,10,10,10,10,10,10,4.4
30237,4,100,10,10,10,10,8,9,0.08
30238,0,96,10,10,10,10,10,10,1.02
30239,0,96,10,10,10,10,10,10,1.02
30240,1,100,10,10,10,10,10,10,0.09
30241,0,96,10,10,10,10,10,10,1.02
30242,0,96,10,10,10,10,10,10,1.02
30243,1,100,10,10,10,10,10,10,0.09
30244,55,98,10,10,10,10,10,10,4.62
30245,16,94,10,9,10,10,8,9,0.44
30246,0,96,10,10,10,10,10,10,1.02
30247,8,98,10,10,10,10,9,10,0.33
30248,1,100,10,10,10,10,10,10,0.09
30249,0,96,10,10,10,10,10,10,1.02
30250,13,88,10,8,10,10,9,9,0.25
30251,38,87,9,8,10,10,9,9,2.35
30252,11,100,10,10,10,10,10,10,0.46
30253,0,96,10,10,10,10,10,10,1.02
30254,0,96,10,10,10,10,10,10,1.02
30255,7,93,10,8,9,10,9,10,0.32
30256,19,99,10,10,10,10,9,10,5.18
30257,44,99,10,10,10,10,10,10,1.35
30258,6,93,9,9,10,10,10,10,0.21
30259,65,91,10,9,10,10,10,9,1.75
30260,3,100,10,10,10,10,10,9,0.17
30261,5,100,10,10,10,10,10,10,0.14
30262,0,96,10,10,10,10,10,10,1.02
30263,0,96,10,10,10,10,10,10,1.02
30264,0,96,10,10,10,10,10,10,1.02
30265,1,40,8,10,2,2,8,8,0.51
30266,5,100,10,10,10,10,10,10,2.54
30267,18,84,9,8,9,9,9,9,1.5
30268,1,100,10,10,10,10,8,8,0.05
30269,3,80,8,8,6,6,9,9,2.81
30270,1,100,10,10,10,10,10,10,0.79
30271,0,96,10,10,10,10,10,10,1.02
30272,0,96,10,10,10,10,10,10,1.02
30273,7,100,10,10,10,10,9,10,1.35
30274,8,100,10,10,10,10,10,10,0.26
30275,68,99,10,10,10,10,10,9,2.33
30276,202,98,10,10,10,10,10,10,6.05
30277,0,96,10,10,10,10,10,10,1.02
30278,0,96,10,10,10,10,10,10,1.02
30279,0,96,10,10,10,10,10,10,1.02
30280,7,100,10,10,10,10,10,10,0.32
30281,34,99,10,10,10,10,9,10,2.38
30282,47,96,10,10,10,10,10,9,0.77
30283,0,96,10,10,10,10,10,10,1.02
30284,32,99,10,10,10,10,10,9,9.14
30285,0,96,10,10,10,10,10,10,1.02
30286,2,100,10,10,10,9,10,10,2
30287,4,100,10,10,10,10,10,10,1.15
30288,0,96,10,10,10,10,10,10,1.02
30289,1,100,10,10,10,10,8,8,0.05
30290,8,100,10,10,10,10,10,10,0.49
30291,13,95,10,9,10,10,10,9,1.02
30292,2,90,8,9,10,10,8,9,0.64
30293,107,91,9,9,9,9,10,9,1.72
30294,29,97,10,10,10,10,10,9,3.14
30295,88,96,10,9,10,10,9,10,1.56
30296,102,97,10,10,10,10,9,10,2.55
30297,1,100,10,10,10,10,10,10,1
30298,23,88,9,9,10,10,8,9,1.44
30299,17,93,10,10,10,10,9,9,1.24
30300,76,98,10,10,10,10,10,10,3.67
30301,5,100,10,10,10,10,10,10,0.27
30302,1,100,10,10,8,8,10,10,1
30303,96,98,10,10,10,10,8,10,1.74
30304,45,88,9,10,9,9,8,9,1.86
30305,34,98,10,10,10,10,9,10,2.92
30306,75,91,9,9,10,9,9,9,3.28
30307,1,100,10,10,10,10,10,10,0.06
30308,0,96,10,10,10,10,10,10,1.02
30309,33,98,10,10,10,10,10,9,2.21
30310,92,98,10,10,10,10,9,10,3.85
30311,157,99,10,10,10,10,9,10,3.04
30312,25,98,10,10,10,10,9,10,2.57
30313,38,93,10,10,10,10,9,10,1.99
30314,72,96,10,10,10,10,10,10,6.37
30315,26,98,10,10,10,10,9,10,1.25
30316,33,98,10,10,10,10,10,10,2.76
30317,4,100,9,9,10,10,10,10,0.37
30318,2,70,10,9,8,7,8,8,0.21
30319,0,96,10,10,10,10,10,10,1.02
30320,10,92,10,10,9,9,9,10,1.73
30321,8,98,10,9,9,10,10,10,0.41
30322,3,93,10,10,10,10,10,9,3
30323,18,98,10,10,10,10,9,9,0.26
30324,1,100,10,10,10,10,10,10,0.03
30325,1,100,10,10,10,10,10,10,0.25
30326,5,96,10,10,10,10,10,10,0.57
30327,4,100,10,10,10,10,10,10,2.73
30328,95,92,10,9,9,9,9,9,4.56
30329,11,100,10,10,10,10,10,10,1.52
30330,22,85,9,9,9,9,9,9,1.36
30331,42,89,9,9,10,10,9,9,2.36
30332,95,92,9,9,10,10,8,9,1.32
30333,32,97,10,10,10,10,9,10,1.67
30334,0,96,10,10,10,10,10,10,1.02
30335,82,86,9,8,9,9,9,9,3.92
30336,48,93,10,9,9,10,10,10,1.08
30337,0,96,10,10,10,10,10,10,1.02
30338,1,100,10,10,10,10,10,10,0.12
30339,0,96,10,10,10,10,10,10,1.02
30340,0,96,10,10,10,10,10,10,1.02
30341,0,96,10,10,10,10,10,10,1.02
30342,290,93,9,9,10,10,9,9,4.05
30343,17,93,10,10,10,10,9,9,1.33
30344,13,100,10,10,10,10,9,10,0.29
30345,0,96,10,10,10,10,10,10,1.02
30346,1,100,10,10,10,10,10,10,0.05
30347,3,60,8,7,10,9,9,6,0.12
30348,61,96,10,10,10,10,8,10,2.88
30349,37,97,10,10,10,10,9,9,0.68
30350,2,91,9,9,10,10,8,9,0.06
30351,5,88,10,10,10,10,8,9,0.1
30352,1,100,10,10,10,10,10,10,0.13
30353,1,100,10,10,10,10,10,10,0.75
30354,0,96,10,10,10,10,10,10,1.02
30355,1,100,10,10,10,10,8,10,0.05
30356,1,80,10,8,8,10,8,10,0.06
30357,100,87,9,8,9,9,8,9,3.45
30358,0,96,10,10,10,10,10,10,1.02
30359,12,95,10,9,10,10,10,9,1.83
30360,2,90,10,9,10,10,9,9,0.24
30361,0,96,10,10,10,10,10,10,1.02
30362,5,95,10,10,10,10,9,10,0.71
30363,1,80,10,10,10,10,10,10,0.37
30364,35,97,10,9,10,10,9,10,2.33
30365,0,96,10,10,10,10,10,10,1.02
30366,18,87,9,9,9,9,9,9,1.06
30367,0,96,10,10,10,10,10,10,1.02
30368,156,97,10,10,10,10,10,10,5.24
30369,5,96,10,10,10,10,10,10,0.43
30370,33,95,10,10,10,10,10,10,1.37
30371,10,98,10,9,10,10,9,10,1.03
30372,6,97,10,9,10,10,10,10,4.74
30373,1,80,10,10,10,10,10,10,0.05
30374,54,98,10,9,10,10,10,10,2.8
30375,5,100,10,10,10,10,10,10,0.65
30376,159,92,9,9,10,10,10,9,3.43
30377,37,87,9,8,10,10,9,9,0.97
30378,9,93,10,10,10,10,10,9,1.35
30379,55,97,10,10,10,10,10,10,2.57
30380,0,96,10,10,10,10,10,10,1.02
30381,0,96,10,10,10,10,10,10,1.02
30382,25,82,8,8,9,9,9,8,1.08
30383,6,100,10,10,10,10,10,10,0.53
30384,102,99,10,10,10,10,10,9,2.5
30385,0,96,10,10,10,10,10,10,1.02
30386,1,100,10,10,10,10,10,10,0.02
30387,4,85,10,10,10,10,10,10,1.64
30388,23,100,10,10,10,10,10,10,3.94
30389,4,100,10,10,10,10,10,10,0.98
30390,226,97,10,10,10,10,10,10,5.75
30391,16,96,9,10,10,10,10,10,2.61
30392,83,98,10,10,10,10,10,10,4.6
30393,18,99,10,10,10,10,10,10,1.15
30394,18,94,10,9,10,10,9,9,1.68
30395,5,92,10,10,10,10,10,9,0.23
30396,18,95,10,9,9,10,10,9,0.3
30397,9,98,10,10,9,10,10,10,0.83
30398,2,80,8,9,10,10,9,8,0.05
30399,156,99,10,10,10,10,10,10,3.19
30400,6,100,10,9,10,10,10,10,0.63
30401,0,96,10,10,10,10,10,10,1.02
30402,2,100,10,10,10,10,10,10,0.11
30403,2,90,9,9,10,10,10,10,2
30404,24,93,9,8,9,9,9,9,0.41
30405,28,89,9,9,9,9,10,9,1.34
30406,0,96,10,10,10,10,10,10,1.02
30407,4,90,9,9,10,10,10,10,0.52
30408,2,90,10,10,10,10,10,10,0.48
30409,20,98,10,10,10,10,10,10,3
30410,0,96,10,10,10,10,10,10,1.02
30411,42,94,10,10,10,10,10,10,1.7
30412,45,94,10,10,10,10,10,10,3.67
30413,5,100,10,10,10,10,10,10,0.56
30414,45,96,10,10,10,10,10,10,2.36
30415,7,100,10,10,10,10,10,10,0.63
30416,12,97,10,10,10,10,10,10,0.36
30417,46,93,9,9,10,10,9,10,2.41
30418,83,98,10,10,10,10,9,10,3.18
30419,0,96,10,10,10,10,10,10,1.02
30420,0,96,10,10,10,10,10,10,1.02
30421,0,96,10,10,10,10,10,10,1.02
30422,43,93,10,10,9,9,9,9,4.37
30423,43,91,9,10,10,9,9,9,4.64
30424,0,96,10,10,10,10,10,10,1.02
30425,19,98,9,10,10,10,9,10,1.16
30426,88,93,10,9,10,9,9,10,5.42
30427,11,96,10,9,9,10,10,10,0.57
30428,382,98,10,10,10,10,9,10,8.23
30429,0,96,10,10,10,10,10,10,1.02
30430,4,85,9,7,9,10,10,8,0.98
30431,0,96,10,10,10,10,10,10,1.02
30432,0,96,10,10,10,10,10,10,1.02
30433,24,97,10,10,9,10,10,10,4.19
30434,0,96,10,10,10,10,10,10,1.02
30435,0,96,10,10,10,10,10,10,1.02
30436,44,91,9,9,10,10,10,9,1.1
30437,175,95,10,10,10,10,9,9,3.28
30438,22,99,10,10,10,10,9,10,0.51
30439,3,100,10,10,10,10,10,10,0.15
30440,0,96,10,10,10,10,10,10,1.02
30441,0,96,10,10,10,10,10,10,1.02
30442,128,98,10,10,10,10,10,10,4.73
30443,4,100,10,10,9,10,10,10,0.13
30444,26,96,10,10,10,10,10,9,1.49
30445,0,96,10,10,10,10,10,10,1.02
30446,3,100,10,9,10,10,10,10,0.1
30447,5,96,10,10,10,10,9,10,0.15
30448,0,96,10,10,10,10,10,10,1.02
30449,91,98,10,10,10,10,10,10,2.22
30450,28,94,10,10,10,10,9,9,1.15
30451,48,81,9,8,9,10,9,8,4.65
30452,4,95,10,10,10,10,10,9,0.86
30453,0,96,10,10,10,10,10,10,1.02
30454,0,96,10,10,10,10,10,10,1.02
30455,8,88,10,9,10,10,10,9,0.39
30456,0,96,10,10,10,10,10,10,1.02
30457,0,96,10,10,10,10,10,10,1.02
30458,6,96,10,9,10,10,10,10,0.49
30459,6,90,10,10,10,9,10,9,0.95
30460,88,95,10,10,10,10,10,10,2.04
30461,25,93,10,10,9,9,9,9,1.02
30462,33,90,10,9,9,9,9,9,2.4
30463,0,96,10,10,10,10,10,10,1.02
30464,0,96,10,10,10,10,10,10,1.02
30465,2,80,10,8,10,10,10,8,0.14
30466,2,100,10,10,10,10,10,10,0.25
30467,290,98,10,10,10,10,10,10,16.89
30468,13,78,8,8,10,10,10,7,0.19
30469,6,97,10,9,10,10,9,9,0.3
30470,11,100,10,10,10,10,10,10,0.34
30471,0,96,10,10,10,10,10,10,1.02
30472,193,98,10,10,10,10,10,9,4.8
30473,37,97,10,10,10,10,10,9,1.1
30474,28,97,10,10,10,10,10,10,0.89
30475,0,96,10,10,10,10,10,10,1.02
30476,11,84,8,9,9,9,10,9,0.34
30477,0,96,10,10,10,10,10,10,1.02
30478,4,87,8,10,9,10,10,8,0.12
30479,0,96,10,10,10,10,10,10,1.02
30480,24,94,10,10,10,10,9,9,0.92
30481,0,96,10,10,10,10,10,10,1.02
30482,10,94,9,10,10,10,9,10,4.92
30483,0,96,10,10,10,10,10,10,1.02
30484,5,100,10,10,10,10,10,10,0.26
30485,0,96,10,10,10,10,10,10,1.02
30486,53,96,9,10,10,10,10,9,1.76
30487,42,92,9,9,9,9,10,9,0.75
30488,17,96,10,10,10,10,10,9,0.69
30489,47,95,10,9,10,10,10,9,1.11
30490,0,96,10,10,10,10,10,10,1.02
30491,1,100,10,10,10,10,10,10,0.08
30492,5,96,9,9,9,10,9,8,0.34
30493,6,100,9,8,10,10,9,10,0.14
30494,1,100,10,10,10,10,10,10,0.17
30495,1,100,10,10,8,10,10,10,0.37
30496,1,96,10,10,10,10,10,10,1.02
30497,2,100,10,10,10,10,10,10,2
30498,76,86,9,9,10,9,10,9,4
30499,0,96,10,10,10,10,10,10,1.02
30500,12,93,10,9,10,10,9,9,0.39
30501,11,96,10,9,10,9,10,9,0.25
30502,35,90,10,9,10,10,9,9,1.22
30503,2,100,9,10,10,9,10,10,2
30504,30,90,10,9,10,10,10,9,3.78
30505,0,96,10,10,10,10,10,10,1.02
30506,158,96,10,10,10,10,10,9,4.2
30507,0,96,10,10,10,10,10,10,1.02
30508,134,96,10,10,10,10,10,9,6.56
30509,2,100,10,10,10,10,10,10,0.25
30510,7,94,10,9,10,10,10,10,0.21
30511,20,95,9,9,10,10,10,9,0.59
30512,4,93,9,10,10,10,10,10,0.17
30513,73,96,10,9,9,9,10,10,1.93
30514,12,100,10,10,10,10,10,10,1.82
30515,9,95,10,10,10,10,10,10,2.52
30516,4,100,10,10,10,10,10,10,0.36
30517,39,95,9,10,10,10,10,9,4.81
30518,31,91,9,9,10,9,9,9,1.25
30519,5,100,10,10,10,10,10,10,0.14
30520,0,96,10,10,10,10,10,10,1.02
30521,1,80,10,10,10,10,10,10,0.2
30522,0,96,10,10,10,10,10,10,1.02
30523,16,99,10,10,10,10,10,10,1.07
30524,21,95,9,9,9,9,10,9,0.76
30525,0,96,10,10,10,10,10,10,1.02
30526,0,96,10,10,10,10,10,10,1.02
30527,0,96,10,10,10,10,10,10,1.02
30528,5,100,10,10,10,10,10,10,5
30529,11,100,10,10,10,10,10,10,2.7
30530,31,97,10,10,10,10,10,10,2.61
30531,4,100,10,10,10,10,10,10,0.21
30532,19,98,10,10,10,10,10,10,1.61
30533,0,96,10,10,10,10,10,10,1.02
30534,0,96,10,10,10,10,10,10,1.02
30535,0,96,10,10,10,10,10,10,1.02
30536,155,97,10,10,10,10,10,10,4.2
30537,5,100,10,10,10,10,10,9,0.42
30538,69,96,10,10,10,10,10,9,2.35
30539,13,98,10,10,10,10,10,10,2.19
30540,1,100,10,10,10,10,10,10,0.08
30541,0,96,10,10,10,10,10,10,1.02
30542,0,96,10,10,10,10,10,10,1.02
30543,0,96,10,10,10,10,10,10,1.02
30544,6,97,10,10,10,10,10,10,0.67
30545,6,100,10,10,10,10,10,9,0.24
30546,9,98,10,10,10,10,10,10,1.72
30547,49,98,10,10,10,10,10,10,4.73
30548,0,96,10,10,10,10,10,10,1.02
30549,0,96,10,10,10,10,10,10,1.02
30550,0,96,10,10,10,10,10,10,1.02
30551,104,98,10,10,10,10,10,10,2.5
30552,9,98,10,9,10,10,10,9,0.17
30553,21,78,9,8,9,8,9,8,9.13
30554,0,96,10,10,10,10,10,10,1.02
30555,0,96,10,10,10,10,10,10,1.02
30556,97,97,10,10,10,10,10,10,1.86
30557,48,95,10,10,10,10,10,10,3.92
30558,0,96,10,10,10,10,10,10,1.02
30559,1,100,10,10,10,10,10,10,0.08
30560,1,100,10,10,10,10,10,8,0.08
30561,0,96,10,10,10,10,10,10,1.02
30562,0,96,10,10,10,10,10,10,1.02
30563,39,98,10,10,10,10,10,10,1.32
30564,21,96,10,10,10,10,10,9,0.53
30565,0,96,10,10,10,10,10,10,1.02
30566,3,93,9,9,10,9,10,8,0.08
30567,5,84,9,8,10,10,10,9,0.23
30568,52,95,10,9,10,10,9,9,1.57
30569,0,96,10,10,10,10,10,10,1.02
30570,0,96,10,10,10,10,10,10,1.02
30571,0,96,10,10,10,10,10,10,1.02
30572,7,97,9,10,10,10,9,10,0.23
30573,31,95,10,9,10,10,9,9,0.77
30574,1,100,10,10,10,10,10,10,0.03
30575,14,96,10,9,10,10,10,10,1.18
30576,1,80,10,8,10,10,10,8,0.16
30577,3,100,10,10,10,10,10,10,0.27
30578,0,96,10,10,10,10,10,10,1.02
30579,0,96,10,10,10,10,10,10,1.02
30580,127,98,10,10,10,10,10,10,4.31
30581,84,96,10,10,10,10,10,10,5.13
30582,23,97,10,10,10,10,10,10,0.48
30583,0,96,10,10,10,10,10,10,1.02
30584,6,83,10,9,9,10,10,9,1.15
30585,0,96,10,10,10,10,10,10,1.02
30586,5,100,10,10,10,10,10,10,0.96
30587,21,95,9,10,10,10,9,10,5.89
30588,67,99,10,10,10,10,10,10,1.55
30589,1,100,10,10,8,10,10,10,0.08
30590,0,96,10,10,10,10,10,10,1.02
30591,1,100,10,10,10,10,10,10,1
30592,2,100,10,10,10,10,10,10,0.6
30593,61,96,10,9,10,10,10,10,2.56
30594,4,85,10,10,10,10,10,9,0.13
30595,8,100,10,10,10,10,10,10,0.19
30596,7,97,10,10,10,10,9,9,0.17
30597,21,97,10,10,10,10,10,9,2.44
30598,0,96,10,10,10,10,10,10,1.02
30599,2,100,10,10,10,10,10,9,0.4
30600,41,98,10,10,10,10,10,9,2.24
30601,27,92,10,9,9,10,9,9,1.18
30602,18,92,10,9,9,9,10,9,1.52
30603,1,80,10,6,10,10,10,8,0.09
30604,0,96,10,10,10,10,10,10,1.02
30605,4,100,10,10,10,10,10,10,0.65
30606,1,100,10,10,10,10,10,10,0.08
30607,0,96,10,10,10,10,10,10,1.02
30608,2,100,10,10,10,9,10,10,0.24
30609,29,91,9,9,10,10,10,10,1.44
30610,3,100,10,10,10,9,10,10,0.12
30611,182,96,10,10,10,10,9,9,4.88
30612,52,90,9,9,10,10,9,9,1.44
30613,17,98,10,10,9,10,9,10,2.93
30614,0,96,10,10,10,10,10,10,1.02
30615,180,87,9,9,10,9,9,9,5.53
30616,3,93,9,9,10,10,9,9,0.21
30617,0,96,10,10,10,10,10,10,1.02
30618,0,96,10,10,10,10,10,10,1.02
30619,16,95,10,10,10,10,9,9,5.52
30620,77,93,10,9,10,10,9,9,2.42
30621,2,100,10,10,10,10,10,10,0.06
30622,9,91,9,10,9,9,10,10,0.8
30623,5,100,10,10,10,10,9,9,0.1
30624,13,98,10,10,10,10,9,10,1.09
30625,0,96,10,10,10,10,10,10,1.02
30626,11,92,10,9,10,9,10,9,1.78
30627,1,100,10,10,10,10,8,10,1
30628,1,100,10,10,10,10,10,10,0.29
30629,18,94,10,9,10,10,10,9,0.62
30630,43,90,10,9,10,10,10,9,0.89
30631,3,100,10,10,10,10,10,10,3
30632,122,98,10,10,10,10,10,10,2.52
30633,0,96,10,10,10,10,10,10,1.02
30634,0,96,10,10,10,10,10,10,1.02
30635,0,96,10,10,10,10,10,10,1.02
30636,17,82,9,8,10,10,10,9,3.75
30637,16,100,10,10,10,10,10,10,1.33
30638,4,95,9,10,10,10,9,9,0.1
30639,1,80,10,10,8,8,10,10,0.08
30640,9,91,10,10,10,10,10,10,0.48
30641,0,96,10,10,10,10,10,10,1.02
30642,0,96,10,10,10,10,10,10,1.02
30643,48,97,10,10,10,10,10,10,8.78
30644,10,98,10,10,10,10,10,10,0.26
30645,1,100,10,10,10,10,10,10,0.2
30646,0,96,10,10,10,10,10,10,1.02
30647,23,94,10,10,10,10,9,10,2.63
30648,15,100,10,10,10,10,10,10,7.38
30649,0,96,10,10,10,10,10,10,1.02
30650,67,97,10,10,10,10,10,9,1.83
30651,167,94,10,9,10,10,10,9,3.61
30652,15,97,10,10,10,10,10,9,3.24
30653,67,89,8,9,10,9,10,9,1.66
30654,0,96,10,10,10,10,10,10,1.02
30655,0,96,10,10,10,10,10,10,1.02
30656,5,100,10,10,10,10,10,10,0.21
30657,51,98,10,10,10,10,10,10,4.31
30658,0,96,10,10,10,10,10,10,1.02
30659,2,100,10,9,10,10,10,10,0.32
30660,0,96,10,10,10,10,10,10,1.02
30661,24,90,9,10,9,9,9,9,3.29
30662,91,90,10,9,10,10,9,9,5.38
30663,89,100,10,10,10,10,10,10,7.28
30664,35,93,9,9,10,10,9,9,0.48
30665,44,100,10,10,10,10,10,10,1.69
30666,0,96,10,10,10,10,10,10,1.02
30667,2,100,10,10,10,10,10,10,0.12
30668,1,100,10,10,10,10,10,10,0.83
30669,0,96,10,10,10,10,10,10,1.02
30670,0,96,10,10,10,10,10,10,1.02
30671,33,100,10,10,10,10,10,10,0.88
30672,184,99,10,10,10,10,10,10,4.92
30673,1,100,8,10,10,10,10,10,0.07
30674,0,96,10,10,10,10,10,10,1.02
30675,64,93,10,9,10,10,9,9,5.98
30676,54,93,10,9,10,10,10,9,6.59
30677,6,100,10,10,10,10,10,10,3.6
30678,37,94,10,10,10,10,9,10,2.78
30679,0,96,10,10,10,10,10,10,1.02
30680,27,90,10,10,9,8,10,9,3.51
30681,0,96,10,10,10,10,10,10,1.02
30682,19,94,10,9,10,10,9,9,3.7
30683,1,100,10,10,10,10,10,10,0.39
30684,0,96,10,10,10,10,10,10,1.02
30685,146,96,10,10,10,10,10,10,3.36
30686,18,97,10,10,10,10,10,9,2.54
30687,3,100,10,10,10,10,10,10,0.72
30688,19,92,9,10,10,10,9,10,1.47
30689,10,98,10,10,10,10,10,10,3.26
30690,0,96,10,10,10,10,10,10,1.02
30691,10,96,10,9,10,10,10,9,1.95
30692,1,100,10,10,10,10,10,10,0.36
30693,6,84,10,8,8,10,9,8,0.34
30694,54,99,10,10,10,10,10,10,6.02
30695,80,94,9,10,10,10,10,9,1.93
30696,0,96,10,10,10,10,10,10,1.02
30697,3,100,10,10,10,10,10,10,0.19
30698,0,96,10,10,10,10,10,10,1.02
30699,34,97,10,9,10,10,9,10,2.02
30700,19,94,9,10,10,10,10,9,2.37
30701,36,97,10,10,10,10,10,10,4.14
30702,9,100,10,10,10,10,10,10,1.86
30703,17,95,10,10,10,10,10,10,1.77
30704,0,96,10,10,10,10,10,10,1.02
30705,1,100,10,10,10,10,10,10,0.14
30706,10,100,10,10,10,10,10,10,7.32
30707,30,87,9,9,9,9,9,9,2.85
30708,0,96,10,10,10,10,10,10,1.02
30709,0,96,10,10,10,10,10,10,1.02
30710,31,92,10,10,10,10,9,9,0.99
30711,15,97,10,9,10,10,10,9,0.72
30712,144,95,10,10,10,10,10,9,3.57
30713,0,96,10,10,10,10,10,10,1.02
30714,2,100,10,10,10,10,10,10,0.32
30715,0,96,10,10,10,10,10,10,1.02
30716,2,70,6,6,9,9,8,7,0.48
30717,40,95,10,9,10,10,9,10,3.13
30718,6,97,10,10,10,10,9,9,1.91
30719,5,100,10,10,10,10,10,10,1.04
30720,0,96,10,10,10,10,10,10,1.02
30721,2,100,10,10,10,10,10,10,1.22
30722,2,100,10,10,10,10,10,10,0.59
30723,0,96,10,10,10,10,10,10,1.02
30724,10,96,9,10,10,10,9,9,1.57
30725,9,100,10,10,10,10,10,10,0.75
30726,0,96,10,10,10,10,10,10,1.02
30727,0,96,10,10,10,10,10,10,1.02
30728,4,100,10,10,10,10,9,10,0.12
30729,20,97,10,10,10,10,9,10,0.77
30730,13,98,10,10,10,10,10,10,1.07
30731,3,100,10,10,10,10,10,9,0.16
30732,0,96,10,10,10,10,10,10,1.02
30733,4,90,8,9,10,10,10,9,0.17
30734,0,96,10,10,10,10,10,10,1.02
30735,10,100,10,10,10,10,10,10,0.36
30736,2,100,9,8,10,10,10,10,0.15
30737,1,100,10,10,10,10,10,10,1
30738,0,96,10,10,10,10,10,10,1.02
30739,8,100,10,10,10,10,10,10,6
30740,12,93,10,10,10,10,9,9,0.97
30741,13,97,10,10,10,10,10,9,2.06
30742,2,100,10,10,10,10,9,7,0.19
30743,1,100,10,8,10,10,10,8,1
30744,0,96,10,10,10,10,10,10,1.02
30745,35,95,9,9,10,10,10,10,0.76
30746,3,100,10,10,10,10,10,10,0.23
30747,1,100,10,8,10,10,10,10,0.08
30748,6,97,10,8,10,10,10,10,4.5
30749,2,90,9,10,10,10,10,9,0.07
30750,0,96,10,10,10,10,10,10,1.02
30751,40,96,10,10,10,10,10,9,1.85
30752,137,94,10,10,10,10,10,9,4.8
30753,53,87,9,9,9,9,9,9,2.72
